Product_id,Brand,Type,Gender,Size,Number_Sold,Price(USD),User_id,review_title,review_text,review_rating,url,clean_review_title,clean_review_text,combined_review
pdct_58110,Skechers,Walking,Women,US 7,392,65.0,user_371,but it's frequent enough with certain socks that it becomes annoying to have to stop and pull my socks up ...,"I'd give them 5 stars if it weren't for the fact that the material on the inside of the shoe keeps pulling on my socks, it's not all the time, but it's frequent enough with certain socks that it becomes annoying to have to stop and pull my socks up which find their way down into my shoes after walking for 10-15 min, also the laces don't seem to stay tied, my recommendation is to buy socks that are really snug around your ankles and use a different pair of laces.... besides that, I think the shoes are really cute, love the choice of brown and blue, I think they work well together, also the shoe has pretty good support, I use my own inserts which fit well in the shoe, but like I said if you don't, the original inserts are pretty good",4,https://example.com/default.png,but its frequent enough with certain socks that it becomes annoying to have to stop and pull my socks up,id give them stars if it werent for the fact that the material on the inside of the shoe keeps pulling on my socks its not all the time but its frequent enough with certain socks that it becomes annoying to have to stop and pull my socks up which find their way down into my shoes after walking for min also the laces dont seem to stay tied my recommendation is to buy socks that are really snug around your ankles and use a different pair of laces besides that i think the shoes are really cute love the choice of brown and blue i think they work well together also the shoe has pretty good support i use my own inserts which fit well in the shoe but like i said if you dont the original inserts are pretty good,but its frequent enough with certain socks that it becomes annoying to have to stop and pull my socks up id give them stars if it werent for the fact that the material on the inside of the shoe keeps pulling on my socks its not all the time but its frequent enough with certain socks that it becomes annoying to have to stop and pull my socks up which find their way down into my shoes after walking for min also the laces dont seem to stay tied my recommendation is to buy socks that are really snug around your ankles and use a different pair of laces besides that i think the shoes are really cute love the choice of brown and blue i think they work well together also the shoe has pretty good support i use my own inserts which fit well in the shoe but like i said if you dont the original inserts are pretty good
pdct_36326,Nike,Running,Men,US 9,843,150.0,user_75,Super cuter sneakers.,I bought these as a birthday present for myself. I originally wanted to use them as my new jogging shoes. The tongue of the shoe is just too stiff for that though. I am still happy with the shoes cuz they are super cute. Besides the stiff tongue my only other complaint is they seem a tad larger than my other size tens. I have a little more space than I like to have. Otherwise completely awesome!,5,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/4e5a3c2f-79f2-46f1-94f2-682b6eeba044/NIKE+VOMERO+18.png",super cuter sneakers,i bought these as a birthday present for myself i originally wanted to use them as my new jogging shoes the tongue of the shoe is just too stiff for that though i am still happy with the shoes cuz they are super cute besides the stiff tongue my only other complaint is they seem a tad larger than my other size tens i have a little more space than i like to have otherwise completely awesome,super cuter sneakers i bought these as a birthday present for myself i originally wanted to use them as my new jogging shoes the tongue of the shoe is just too stiff for that though i am still happy with the shoes cuz they are super cute besides the stiff tongue my only other complaint is they seem a tad larger than my other size tens i have a little more space than i like to have otherwise completely awesome
pdct_77200,Adidas,Running,Women,US 7.5,"4,992",170.0,user_61,"Cute, but small","I was so excited to find these shoes. They are super cute!  They were too small, however, and I cannot find the larger size I need.  When I tried them on, they were really stiff and a bit tight.  Who knows maybe they would stretch out as I wore them, but they just didn't fit.  I am disappointed that I can't find the size I need anywhere, but will keep looking.",4,https://m.media-amazon.com/images/I/71lXRmIwhTL._SY625_.jpg,cute but small,i was so excited to find these shoes they are super cute they were too small however and i cannot find the larger size i need when i tried them on they were really stiff and a bit tight who knows maybe they would stretch out as i wore them but they just didnt fit i am disappointed that i cant find the size i need anywhere but will keep looking,cute but small i was so excited to find these shoes they are super cute they were too small however and i cannot find the larger size i need when i tried them on they were really stiff and a bit tight who knows maybe they would stretch out as i wore them but they just didnt fit i am disappointed that i cant find the size i need anywhere but will keep looking
pdct_49472,Reebok,Cross-training,Men,US 10,240,130.0,user_678,Nice lightweight comfort shoe,"It's a very comfortable and lightweight shoe.  I found it to be pretty true for a size 10, but all shoes run differently.  Other reviews said it ran small, but I didn't find that the case. I bought the 10D width.  The wider width doesn't look odd, it fits the shoe well and my foot.",5,https://m.media-amazon.com/images/I/71rbVRk0bcL._AC_SY675_.jpg,nice lightweight comfort shoe,its a very comfortable and lightweight shoe i found it to be pretty true for a size but all shoes run differently other reviews said it ran small but i didnt find that the case i bought the d width the wider width doesnt look odd it fits the shoe well and my foot,nice lightweight comfort shoe its a very comfortable and lightweight shoe i found it to be pretty true for a size but all shoes run differently other reviews said it ran small but i didnt find that the case i bought the d width the wider width doesnt look odd it fits the shoe well and my foot
pdct_49703,Converse,Casual,Women,US 9,277,85.0,user_430,Total Comfort,Two years ago I bought this same exact shoes.  I wore them always when choosing a stylish athletic shoe. Originally I bought them when our family was going to go to The Ark in Kentucky and knew we would be doing alot of walking.there has never been a time that my feet hurt when I wear these shoes. And I get compliments often as to how cute they look.  So best shoes for me for comfort and style! Bought them again to update and bought an additional pair in black.,5,https://m.media-amazon.com/images/I/61Mzn4lZX+L._AC_SY675_.jpg,total comfort,two years ago i bought this same exact shoes i wore them always when choosing a stylish athletic shoe originally i bought them when our family was going to go to the ark in kentucky and knew we would be doing alot of walkingthere has never been a time that my feet hurt when i wear these shoes and i get compliments often as to how cute they look so best shoes for me for comfort and style bought them again to update and bought an additional pair in black,total comfort two years ago i bought this same exact shoes i wore them always when choosing a stylish athletic shoe originally i bought them when our family was going to go to the ark in kentucky and knew we would be doing alot of walkingthere has never been a time that my feet hurt when i wear these shoes and i get compliments often as to how cute they look so best shoes for me for comfort and style bought them again to update and bought an additional pair in black
pdct_35122,New Balance,Casual,Men,US 9,"3,532",80.0,user_530,"May work for a ""B"" width foot","Grandson couldn't even get them on, they are so tightly cut.",3,https://m.media-amazon.com/images/I/41JOGBQPfWL._AC_SY535_.jpg,may work for a b width foot,grandson couldnt even get them on they are so tightly cut,may work for a b width foot grandson couldnt even get them on they are so tightly cut
pdct_41943,Asics,Running,Women,US 8.5,"1,072",160.0,user_447,Fell apart after one week,"The laces broke after slightly over one week of use. Horrible quality. Before it broke, my son complained it was very uncomfortable, as the metal grommets on the sides rub against the side of his foot.",1,https://example.com/default.png,fell apart after one week,the laces broke after slightly over one week of use horrible quality before it broke my son complained it was very uncomfortable as the metal grommets on the sides rub against the side of his foot,fell apart after one week the laces broke after slightly over one week of use horrible quality before it broke my son complained it was very uncomfortable as the metal grommets on the sides rub against the side of his foot
pdct_93285,Fila,Fashion,Men,US 9.5,658,65.0,user_513,Nice Shoes,Nice pair of shoes,5,https://example.com/default.png,nice shoes,nice pair of shoes,nice shoes nice pair of shoes
pdct_95370,Skechers,Walking,Women,US 7.5,112,60.0,user_725,Thank you!,"These shoes are cute and jus fine. I wanted to comment on the company actually. I bought these for a wedding for my son to wear and they werenâ€™t going to arrive in time.  I reached out to Amazon with no luck. I finally contacted the company directly and they said they didnâ€™t think they could get them to me in time because of how the process works. However, I literally received these the very next day. Whoever I spoke to, thank you, you obviously went out of your way to get these pulled and shipped to me and I canâ€™t thank you enough. They made it on time and the wedding was gorgeous!!My son kept the shoes on all night and now wears them when he wants to dress up casual  ..he says they are comfy and shoe laces are long enough he can tie them easily",5,https://example.com/default.png,,these shoes are cute and jus fine i wanted to comment on the company actually i bought these for a wedding for my son to wear and they werent going to arrive in time i reached out to amazon with no luck i finally contacted the company directly and they said they didnt think they could get them to me in time because of how the process works however i literally received these the very next day whoever i spoke to thank you you obviously went out of your way to get these pulled and shipped to me and i cant thank you enough they made it on time and the wedding was gorgeousmy son kept the shoes on all night and now wears them when he wants to dress up casual he says they are comfy and shoe laces are long enough he can tie them easily, these shoes are cute and jus fine i wanted to comment on the company actually i bought these for a wedding for my son to wear and they werent going to arrive in time i reached out to amazon with no luck i finally contacted the company directly and they said they didnt think they could get them to me in time because of how the process works however i literally received these the very next day whoever i spoke to thank you you obviously went out of your way to get these pulled and shipped to me and i cant thank you enough they made it on time and the wedding was gorgeousmy son kept the shoes on all night and now wears them when he wants to dress up casual he says they are comfy and shoe laces are long enough he can tie them easily
pdct_91586,Nike,Casual,Men,US 11,812,90.0,user_682,Not your average skate shoe. Theyâ€™re attractive!,"When my 8 year old asked for â€œskate shoesâ€, I could only picture AirWalks or Vans (which are cute, but donâ€™t fit their wide feet well). I began searching and found these. They are not just skate shoes, but also adorable and good, Adidas quality.",5,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/0f76f73e-2578-4d62-abab-c5563ea4f78c/NIKE+DUNK+LOW+RETRO.png",not your average skate shoe theyre attractive,when my year old asked for skate shoes i could only picture airwalks or vans which are cute but dont fit their wide feet well i began searching and found these they are not just skate shoes but also adorable and good adidas quality,not your average skate shoe theyre attractive when my year old asked for skate shoes i could only picture airwalks or vans which are cute but dont fit their wide feet well i began searching and found these they are not just skate shoes but also adorable and good adidas quality
pdct_97419,Adidas,Running,Women,US 9,317,140.0,user_519,Great shoe - great price - runs big,"Great looking shoe at a great price! I got these in the gray with black stripes and the black with white stripes. Looks exactly like the ones I got from the store that were $20 more. They run big. I wear a womenâ€™s 7 in most shoes. I measured my foot on the big kids Adidas size chart and according to it, I should get a 6.5. I got the 6 because they didnâ€™t have any other sizes and based on other reviews from women I was hoping they would work out. Theyâ€™re big. I measured them against the menâ€™s 7 I had from the store and there wasnâ€™t much difference between the 6 and 7. They measured the same as the menâ€™s 6.5 I had from the store. I wouldâ€™ve ordered a 5 if they were available. Itâ€™s hard to guess with the weird sizing situation. Hopefully putting in some insoles will help because I want to keep them.",5,https://m.media-amazon.com/images/I/71aWZG-jVjL._SX625_.jpg,great shoe great price runs big,great looking shoe at a great price i got these in the gray with black stripes and the black with white stripes looks exactly like the ones i got from the store that were more they run big i wear a womens in most shoes i measured my foot on the big kids adidas size chart and according to it i should get a i got the because they didnt have any other sizes and based on other reviews from women i was hoping they would work out theyre big i measured them against the mens i had from the store and there wasnt much difference between the and they measured the same as the mens i had from the store i wouldve ordered a if they were available its hard to guess with the weird sizing situation hopefully putting in some insoles will help because i want to keep them,great shoe great price runs big great looking shoe at a great price i got these in the gray with black stripes and the black with white stripes looks exactly like the ones i got from the store that were more they run big i wear a womens in most shoes i measured my foot on the big kids adidas size chart and according to it i should get a i got the because they didnt have any other sizes and based on other reviews from women i was hoping they would work out theyre big i measured them against the mens i had from the store and there wasnt much difference between the and they measured the same as the mens i had from the store i wouldve ordered a if they were available its hard to guess with the weird sizing situation hopefully putting in some insoles will help because i want to keep them
pdct_82562,Reebok,Running,Men,US 9.5,307,120.0,user_728,My son loves these shoes,Very nice shoes. Got them when they were on sale and they are really nice.,5,https://m.media-amazon.com/images/I/51V+MtU0niL._AC_SY625_.jpg,my son loves these shoes,very nice shoes got them when they were on sale and they are really nice,my son loves these shoes very nice shoes got them when they were on sale and they are really nice
pdct_38318,Converse,Casual,Men,US 10,"3,448",65.0,user_370,Comfortable in style,The shoes fit as expected. I bought these for my seven year old son. He loves how comfortable they are. Definitely worth the buy!,5,https://www.converse.in/media/catalog/product/a/1/a11104c_e_08x1.jpg?optimize=medium&bg-color=255%2C255%2C255&fit=cover&height=512&width=410&format=webp,comfortable in style,the shoes fit as expected i bought these for my seven year old son he loves how comfortable they are definitely worth the buy,comfortable in style the shoes fit as expected i bought these for my seven year old son he loves how comfortable they are definitely worth the buy
pdct_43220,Puma,Casual,Women,US 8.5,"5,690",65.0,user_218,Very cute,Kid loves them. Good fit and comfortable.,5,https://m.media-amazon.com/images/I/71u4gCBd4qL._AC_SY625_.jpg,very cute,kid loves them good fit and comfortable,very cute kid loves them good fit and comfortable
pdct_79521,Vans,Skate,Men,US 8,"1,685",70.0,user_433,Very comfortable,These shoes fit well and are comfortable.,5,https://m.media-amazon.com/images/I/717frQAnVAL._AC_SY695_.jpg,very comfortable,these shoes fit well and are comfortable,very comfortable these shoes fit well and are comfortable
pdct_42812,New Balance,Casual,Women,US 7.5,"18,747",100.0,user_851,Stylish with a sturdy canvas and a thick sole.,"My son likes it. However he said it's heavy. Other than that, it's a great shoe.",5,https://m.media-amazon.com/images/I/61bw9InmgRL._AC_SY695_.jpg,stylish with a sturdy canvas and a thick sole,my son likes it however he said its heavy other than that its a great shoe,stylish with a sturdy canvas and a thick sole my son likes it however he said its heavy other than that its a great shoe
pdct_52838,Asics,Running,Women,US 7,998,160.0,user_324,Awesome!!!,"Brought these for my grandson,  and I'm told it fits him perfectly and he loves them.  He don't ever want to take them off.",5,https://example.com/default.png,,brought these for my grandson and im told it fits him perfectly and he loves them he dont ever want to take them off, brought these for my grandson and im told it fits him perfectly and he loves them he dont ever want to take them off
pdct_81742,Vans,Skate,Women,US 6.5,198,55.0,user_97,Top,Beste Schuhe von Superfit generell. Wir sind immer zufrieden und dieser Schuh gefÃ¤llt mir persÃ¶nlich sehr gut,5,https://m.media-amazon.com/images/I/71nsJ-jC78L._AC_SX625_.jpg,top,,top 
